epoch,train_loss,train_f1,val_loss,val_f1
0,88476.27110006002,0.3914773461944347,2.1985206827521324,0.04729227707951112
1,4515.136053512331,0.36489626177613554,0.6668404825031757,0.24013805004314068
2,1703.0118198586013,0.29743726496036077,0.6579633168876171,0.2415156395116008
3,271337.0969271798,0.32358296064930875,0.6373455878347158,0.24013805004314068
4,1752325.2638077082,0.27559829238214817,76.48572623729706,0.24826303952189085
5,3.1241673419570475,0.22736457757929238,0.6033134590834379,0.24013805004314068
6,8774.563903184908,0.2438679148717808,0.5915752798318863,0.24013805004314068
7,0.623135186749264,0.22343173616947853,0.5862946324050426,0.24013805004314068
8,0.621655349290343,0.22343173616947853,0.5841045286506414,0.24013805004314068
9,2427.5115703175443,0.2352875138160525,0.5821382720023394,0.24013805004314068
10,4755608.893453889,0.23210337586743837,0.5811365023255348,0.24013805004314068
11,0.6219496531564681,0.2214276017288508,0.5832268558442593,0.24013805004314068
